"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"sona",0,0,0,0.707143,0,0,0,0.292857,"H1","H1"
"CG30177",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5539",0,0,0.5275,0,0,0,0,0.4725,"Gene_body_2","Gene_body_2"
"CG13561",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ssrp",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5543",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Nxt1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR44807",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"pippin",0.961429,0,0,0,0,0,0,0.038571,"Enhancers","Enhancers"
"GlyT",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4763",0,0,0,1,0,0,0,0,"H1","H1"
"snoRNA:Psi18S-176",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44805",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG46398",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"shu",0,0,0,0,0,0.122857,0,0.877143,"Low_signal","Low_signal"
"Snap29",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5554",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR45928",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"eIF6",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"gbb",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"ytr",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pym",0,0,0.428571,0,0,0.234286,0,0.337143,"Gene_body_2","Gene_body_2"
"bgcn",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"TBPH",0,0,0,0,0,0.295714,0,0.704286,"Low_signal","Open_promoters"
"CG5569",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Cpes",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Mtpbeta",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ken",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"TM4SF",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4882",0.818571,0,0,0,0,0,0.181429,0,"Enhancers","Enhancers"
"PHDP",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG5597",0.5675,0,0,0,0,0,0,0.4325,"Enhancers","Enhancers"
"DCP1",0,0,0.822857,0,0,0.177143,0,0,"Gene_body_2","Gene_body_2"
"DNAlig1",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG17658",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Upf3",0,0,0.267143,0,0,0.732857,0,0,"Open_promoters","Open_promoters"
"CG5339",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Lpt",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG13562",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45926",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Nap1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kcc",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44806",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2812",0,0.91,0,0,0,0.09,0,0,"Gene_body_1","Gene_body_1"
"SERCA",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3735",0,0,0,0,0,0.637143,0,0.362857,"Open_promoters","Open_promoters"
"Taldo",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Galphas",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Orcokinin",0,0,0,0,0,0.394286,0,0.605714,"Low_signal","Open_promoters"
"Stoml2",0,0,0,0,0,0.0025,0,0.9975,"Low_signal","Low_signal"
"fzr2",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"thoc5",0,0,0,0,0,0.9775,0,0.0225,"Open_promoters","Open_promoters"
"CG3803",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG16787",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"alpha-Catr",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13566",0,0,0,1,0,0,0,0,"H1","H1"
"Fmo-1",0,0,0,1,0,0,0,0,"H1","H1"
"Alas",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34213",0,0,0.935714,0,0,0.064286,0,0,"Gene_body_2","Gene_body_2"
"or",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG10904",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3065",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mr",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"PPP1R15",0,0,0.428571,0,0,0.207143,0,0.364286,"Gene_body_2","Gene_body_2"
"Sox14",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG30178",0,0,0,1,0,0,0,0,"H1","H1"
"Phm",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pask",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mir-1009",0,0,0,0.305714,0,0,0,0.694286,"Low_signal","H1"
"CG3860",0,0,0,1,0,0,0,0,"H1","H1"
"Unc-89",0,0,0,0.934286,0,0,0,0.065714,"H1","H1"
"CG4324",0,0,0,0.145714,0,0,0,0.854286,"Low_signal","Low_signal"
"Rsph4a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Xxylt",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3907",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ak2",0,0,0.7675,0,0,0.2325,0,0,"Gene_body_2","Gene_body_2"
"asRNA:CR45350",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"EbpIII",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"HSPC300",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3163",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG30172",0.181429,0,0,0,0,0,0,0.818571,"Low_signal","Low_signal"
"MAN1",0,0,0,0,0,0.565,0,0.435,"Open_promoters","Open_promoters"
"Chi",0,0,0,0,0,0.224286,0,0.775714,"Low_signal","Low_signal"
"IntS1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Not11",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"tsr",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"sei",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"gammaSnap1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13563",0,0,0,1,0,0,0,0,"H1","H1"
"ppk29",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"eEF5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44814",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL12",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL39",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Rap2l",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"yki",0,0,0,0,0,0.164286,0,0.835714,"Low_signal","Low_signal"
"Gpat4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Mlp60A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10339",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13564",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG16786",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snama",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"gek",0,0,0,0,0,0.194286,0,0.805714,"Low_signal","Low_signal"
"enok",0,0,0,0,0,0.775,0,0.225,"Open_promoters","Open_promoters"
"CG4049",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3253",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3257",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG43775",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43776",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43777",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tamo",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Zfrp8",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Naa35",0,0,0,0,0,0.214286,0,0.785714,"Low_signal","Low_signal"
"lncRNA:CR44826",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"speck",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"spag",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG42568",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"DnaJ-60",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3328",0.7225,0,0.2775,0,0,0,0,0,"Enhancers","Enhancers"
"mRpS17",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Nop60B",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Psi18S-1820",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"snoRNA:Me28S-G1083a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me28S-G1083b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me28S-G1083c",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me28S-G1083d",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Or-CD9a",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Or-CD9b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ocm",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"cN-IIIB",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG3356",0,0,0,0,0,0.56,0,0.44,"Open_promoters","Open_promoters"
"CG11406",0,0,0,1,0,0,0,0,"H1","H1"
"CG30419",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44827",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"nord",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Me18S-A1597",0,0,0,1,0,0,0,0,"H1","H1"
"Ir60a",0,0,0,1,0,0,0,0,"H1","H1"
"CG13575",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3376",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13577",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"nvy",0,0,0,0,0,0.335,0,0.665,"Low_signal","Open_promoters"
"Fatp3",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mir-4985",0.9225,0,0,0,0,0,0,0.0775,"Enhancers","Enhancers"
"betaTub60D",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44810",0,0,0,1,0,0,0,0,"H1","H1"
"slbo",0.438571,0,0,0,0,0,0,0.561429,"Low_signal","Enhancers"
"lncRNA:CR44282",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"bs",0,0,0,0,0,0,0.0975,0.9025,"Low_signal","Low_signal"
"CG44812",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:bsAS",0,0,0,0,0,0,0.841429,0.158571,"Pc","Pc"
"tRNA:Asn-GTT-1-9",0,0,0,1,0,0,0,0,"H1","H1"
"CG13578",0,0,0,1,0,0,0,0,"H1","H1"
"mAChR-A",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44813",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rpn8",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Slik",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"SerT",0,0,0,0.608571,0,0,0,0.391429,"H1","H1"
"CG45069",0,0,0,0,0,0.925,0,0.075,"Open_promoters","Open_promoters"
"PIG-Z",0,0,0,0,0,0.925,0,0.075,"Open_promoters","Open_promoters"
"CG42383",0,0,0,1,0,0,0,0,"H1","H1"
"prom",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15873",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pgam5-2",0,0,0,0.524286,0,0,0,0.475714,"H1","H1"
"CG3483",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4563",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13579",0,0,0,0.73,0,0,0,0.27,"H1","H1"
"CG3492",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3494",0,0,0,0.9975,0,0,0,0.0025,"H1","H1"
"CG16837",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13589",0,0,0,1,0,0,0,0,"H1","H1"
"CG13590",0,0,0,1,0,0,0,0,"H1","H1"
"Crtp",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:Yu",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ssl",0,0,0,1,0,0,0,0,"H1","H1"
"Prosalpha4T2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13581",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Letm1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ir60b",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ir60c",0,0,0,1,0,0,0,0,"H1","H1"
"Ir60d",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ir60f",0,0,0,1,0,0,0,0,"H1","H1"
"Brca2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG4612",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ir60e",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13585",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11413",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ITP",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4622",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Nurf-38",0,0,0,0,0,0.41,0,0.59,"Low_signal","Open_promoters"
"CG11414",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"uri",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3511",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Fcp1",0,0,0,0,0,0.744286,0,0.255714,"Open_promoters","Open_promoters"
"Start1",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"SIFa",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG4681",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pio",0,0,0,0.6125,0,0,0,0.3875,"H1","H1"
"CG13587",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"ATPsynF",0,0,0,0,0,0.458571,0,0.541429,"Low_signal","Open_promoters"
"CG3548",0,0,0,0,0,0.1175,0,0.8825,"Low_signal","Low_signal"
"CG3565",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Samtor",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4707",0,0,0,0,0,0.461429,0,0.538571,"Low_signal","Open_promoters"
"CG42360",0,0,0,0,0,0.4175,0,0.5825,"Low_signal","Open_promoters"
"CG42361",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Adck1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4741",0,0,0,0.488571,0,0,0,0.511429,"Low_signal","H1"
"snoRNA:Me18S-G393",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cyp9c1",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR43787",0.382857,0,0,0,0,0,0,0.617143,"Low_signal","Enhancers"
"CG13594",0,0,0,0.554286,0,0,0,0.445714,"H1","H1"
"CG3640",0,0,0,1,0,0,0,0,"H1","H1"
"CG4781",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3663",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Cpr60D",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"ND-19",0,0.255,0,0,0,0,0,0.745,"Low_signal","Gene_body_1"
"CG30161",0,0.032857,0,0,0,0,0,0.967143,"Low_signal","Low_signal"
"CG34214",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG4806",0,0,0,0,0,0.367143,0,0.632857,"Low_signal","Open_promoters"
"Pof",0,0,0,0,0,0.4925,0,0.5075,"Low_signal","Open_promoters"
"CG33228",0,0,0,0,0,0.757143,0,0.242857,"Open_promoters","Open_promoters"
"Mmp1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"SiaT",0,0,0,1,0,0,0,0,"H1","H1"
"Mid1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44828",0.89,0,0,0,0,0,0,0.11,"Enhancers","Enhancers"
"Usp15-31",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"spz6",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG3880",0,0.66,0.34,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG3894",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG12848",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"GstE12",0.468571,0,0.102857,0,0,0,0,0.428571,"Enhancers","Enhancers"
"Eps-15",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR44067",0,0,0.0275,0,0,0,0,0.9725,"Low_signal","Low_signal"
"egg",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Lcp9",0,0,0,0,0,0.468571,0,0.531429,"Low_signal","Open_promoters"
"CG3594",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3589",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"TyrRS-m",0,0,0,0,0,0.857143,0,0.142857,"Open_promoters","Open_promoters"
"key",0,0,0,0.587143,0,0,0,0.412857,"H1","H1"
"Reg-5",0.842857,0,0,0,0,0,0,0.157143,"Enhancers","Enhancers"
"asRNA:CR43257",0.7325,0,0,0,0,0,0,0.2675,"Enhancers","Enhancers"
"ETH",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Orc4",0,0,0,0,0,0.265714,0,0.734286,"Low_signal","Open_promoters"
"CG12849",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3611",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG42851",0,0,0,0,0,0,1,0,"Pc","Pc"
"Dll",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG3650",0,0,0,0,0,0,0.765,0.235,"Pc","Pc"
"lncRNA:CR44829",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Atf-2",0,0,0,0,0,0.52,0,0.48,"Open_promoters","Open_promoters"
"CG16896",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG30423",0,0,0,0,0,0.907143,0,0.092857,"Open_promoters","Open_promoters"
"CG44247",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"NKAIN",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR43466",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ance-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"NaCP60E",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG9083",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Tpc2",0,0.522857,0.477143,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"RpL41",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"pain",0.607143,0,0,0,0,0,0,0.392857,"Enhancers","Enhancers"
"CG30427",0,0,0,0.747143,0,0,0,0.252857,"H1","H1"
"CG3760",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2811",0,0,0,0,0,0.69,0,0.31,"Open_promoters","Open_promoters"
"Tina-1",0,0,0.124286,0,0,0,0,0.875714,"Low_signal","Low_signal"
"CG3770",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG15861",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG2790",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12851",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44830",0,0,0,0.37,0,0,0,0.63,"Low_signal","H1"
"CG2765",0,0,0,0,0,0.32,0,0.68,"Low_signal","Open_promoters"
"cGlr2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RpL19",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3776",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Phk-3",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"lncRNA:CR45252",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG2736",0,0.655714,0,0.344286,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG3829",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"emp",0.757143,0,0,0,0,0,0,0.242857,"Enhancers","Enhancers"
"uzip",0,0,0,0,0,0.345,0,0.655,"Low_signal","Open_promoters"
"zip",0,0,0,0,0,0.192857,0,0.807143,"Low_signal","Low_signal"
"Nplp1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"gsb-n",0,0,0,0,0,0,1,0,"Pc","Pc"
"gsb",0,0,0,0,0,0,1,0,"Pc","Pc"
"tRNA:Ala-CGC-1-1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Ala-CGC-1-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Ala-CGC-1-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"gol",0,0,0,0,0,0.504286,0,0.495714,"Open_promoters","Open_promoters"
"CG30430",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43106",0,0,0,0,0,0,1,0,"Pc","Pc"
"lov",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG34038",0,0,0,0,0,0,1,0,"Pc","Pc"
"Sfp60F",0,0,0,0,0,0,1,0,"Pc","Pc"
"EbpII",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ebp",0,0,0,0,0,0,1,0,"Pc","Pc"
"Kr",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG30429",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33680",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG30428",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG9380",0,0,0,0,0.454286,0,0,0.545714,"Low_signal","HP1"
"mthl8",0,0,0,0,0,0.07,0,0.93,"Low_signal","Low_signal"
"CG43149",0,0,0,1,0,0,0,0,"H1","H1"
"Lsp1gamma",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44510",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43150",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR44511",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43988",0.855714,0,0,0,0,0,0,0.144286,"Enhancers","Enhancers"
"CG13405",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12483",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45402",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45401",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45400",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pdk1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45805",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG6845",0,0,0,0,0,0.3325,0,0.6675,"Low_signal","Open_promoters"
"Dic61B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"p130CAS",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43151",0.015714,0,0,0,0,0,0,0.984286,"Low_signal","Low_signal"
"asRNA:CR45806",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7049",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Vdup1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13875",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34140",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Mtch",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Mkp",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"rno",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mri",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"NitFhit",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Gk1",0,0,0.222857,0,0,0.777143,0,0,"Open_promoters","Open_promoters"
"CG13876",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Prp4k",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Dis3l2",0,0,0,0,0,0.7275,0,0.2725,"Open_promoters","Open_promoters"
"thoc7",0,0,0,0,0,0.304286,0,0.695714,"Low_signal","Open_promoters"
"Kaz1-ORFA",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Kaz1-ORFB",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG13877",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"pyx",0,0,0,0,0,0.098571,0,0.901429,"Low_signal","Low_signal"
"CG33229",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR42862",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG42846",0,0,0.28,0,0,0,0,0.72,"Low_signal","Gene_body_2"
"CG34454",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34453",0,0,0,0.215714,0,0,0,0.784286,"Low_signal","Low_signal"
"E(bx)",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mthl14",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"DIP2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"wac",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"snoRNA:Tudor-SN-a",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"snoRNA:Psi18S-996",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tudor-SN",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mRpL17",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34263",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"miple1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"miple2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32845",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ttm2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"RhoGEF3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ddbt",0.96,0,0,0,0,0,0,0.04,"Enhancers","Enhancers"
"fwd",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG32344",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Atac3",0,0,0,0,0,0.582857,0,0.417143,"Open_promoters","Open_promoters"
