"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"CG13248",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"zye",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5282",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5274",0,0,0.38,0,0,0.62,0,0,"Open_promoters","Open_promoters"
"CG5262",0,0,0.428571,0,0,0.464286,0,0.107143,"Open_promoters","Open_promoters"
"Las",0,0,0,0,0,0.23,0,0.77,"Low_signal","Low_signal"
"Psn",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CtIP",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mRpL15",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"lncRNA:CR45176",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43943",0,0,0.385,0,0,0,0,0.615,"Low_signal","Gene_body_2"
"Hpd",0,0,0.674286,0,0,0,0,0.325714,"Gene_body_2","Gene_body_2"
"CG5910",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5199",0,0,0,0,0,0.194286,0,0.805714,"Low_signal","Low_signal"
"Uhg8",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"snoRNA:Or-CD11",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"snoRNA:Me18S-U1356a",0.7325,0,0,0,0,0,0,0.2675,"Enhancers","Enhancers"
"snoRNA:Me18S-U1356b",0.135,0,0,0,0,0,0,0.865,"Low_signal","Low_signal"
"snoRNA:Me18S-U1356c",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mag",0,0,0,0.4575,0,0,0,0.5425,"Low_signal","H1"
"atk",0,0,0,1,0,0,0,0,"H1","H1"
"CG42764",0,0,0,0.772857,0,0,0,0.227143,"H1","H1"
"CG5955",0,0,0,0.64,0,0,0,0.36,"H1","H1"
"CG5969",0.0425,0,0,0,0,0,0,0.9575,"Low_signal","Low_signal"
"CG32428",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"isoQC",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ND-39",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ZnT77C",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32425",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18281",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17637",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG5078",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"BNIP3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mTerf3",0,0,0,0,0,0.96,0,0.04,"Open_promoters","Open_promoters"
"CG5104",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pss",0,0,0,0,0,0.894286,0,0.105714,"Open_promoters","Open_promoters"
"CG4858",0,0,0,0,0,0.81,0,0.19,"Open_promoters","Open_promoters"
"CG13250",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rcd2",0.69,0,0,0,0,0,0,0.31,"Enhancers","Enhancers"
"lncRNA:TS3",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR46326",0,0,0,1,0,0,0,0,"H1","H1"
"knrl",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44684",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44680",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44683",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR44681",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44682",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG13251",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44685",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"kni",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG34260",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"cmpy",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43945",0.222857,0,0,0,0,0,0,0.777143,"Low_signal","Low_signal"
"CG13252",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Gr77a",0,0,0,0.1,0,0,0,0.9,"Low_signal","Low_signal"
"CG33912",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43251",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG4186",0,0,0,0,0,0.215,0,0.785,"Low_signal","Low_signal"
"CG4074",0,0,0,0,0,0.571429,0,0.428571,"Open_promoters","Open_promoters"
"Pitslre",0,0,0,0,0,0.43,0,0.57,"Low_signal","Open_promoters"
"CG4042",0,0,0,0,0,0.132857,0,0.867143,"Low_signal","Low_signal"
"Pex16",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pex14",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46484",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Pcif1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11396",0,0,0,0,0,0.375714,0.624286,0,"Pc","Pc"
"Six4",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43705",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43706",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG3698",0,0,0,0,0,0,0.321429,0.678571,"Low_signal","Pc"
"tzn",0,0,0,0,0,0,0.1375,0.8625,"Low_signal","Low_signal"
"Spc105R",0,0,0,0,0,0.775,0,0.225,"Open_promoters","Open_promoters"
"CG3634",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"HIPP1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pka-R1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG3618",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Mst77F",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG3288",0,0.795,0.205,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"asRNA:CR45384",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG13255",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"asRNA:CR45943",0,0,0.142857,0,0,0,0,0.857143,"Low_signal","Low_signal"
"CSN3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG11456",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG32432",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44686",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sfp77F",0.261429,0,0,0,0,0,0,0.738571,"Low_signal","Enhancers"
"CG43931",0.3575,0,0,0,0,0,0,0.6425,"Low_signal","Enhancers"
"lncRNA:CR45383",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11458",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45733",0.275,0,0,0,0,0,0,0.725,"Low_signal","Enhancers"
"lncRNA:CR43930",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45734",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43929",0.355714,0,0,0,0,0,0,0.644286,"Low_signal","Enhancers"
"CG10589",0,0,0,0.565,0,0,0,0.435,"H1","H1"
"fng",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45243",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Sems",0,0,0,0.214286,0,0,0,0.785714,"Low_signal","Low_signal"
"CG10588",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11037",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10587",0,0,0,1,0,0,0,0,"H1","H1"
"CG12983",0,0,0,0.374286,0,0,0,0.625714,"Low_signal","H1"
"CG33287",0,0,0,0.375714,0,0,0,0.624286,"Low_signal","H1"
"CG33286",0,0,0,1,0,0,0,0,"H1","H1"
"CR33283",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12984",0,0,0.4325,0,0,0,0,0.5675,"Low_signal","Gene_body_2"
"asRNA:CR45944",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"scaRNA:PsiU6-40",0,0,0.4,0,0,0,0,0.6,"Low_signal","Gene_body_2"
"skd",0,0,0,0,0,0.522857,0,0.477143,"Open_promoters","Open_promoters"
"Pdss2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45801",0,0,0.712857,0,0,0,0,0.287143,"Gene_body_2","Gene_body_2"
"CG10584",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Polr3E",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG10581",0,0,0.281429,0,0,0.718571,0,0,"Open_promoters","Open_promoters"
"siz",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG43072",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33285",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45945",0.7175,0,0,0,0,0,0,0.2825,"Enhancers","Enhancers"
"CG43938",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33284",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"ko",0.201429,0,0,0,0,0.37,0,0.428571,"Low_signal","Open_promoters"
"ICA69",0,0,0,0,0,0.365,0,0.635,"Low_signal","Open_promoters"
"CG10565",0,0,0,0,0,0.067143,0,0.932857,"Low_signal","Low_signal"
"Ac78C",0.242857,0,0,0,0,0,0,0.757143,"Low_signal","Low_signal"
"chb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"AsnS",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42337",0.481429,0,0,0,0,0,0,0.518571,"Low_signal","Enhancers"
"asRNA:CR45951",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG34261",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"park",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG10512",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33054",0.402857,0,0,0,0,0,0,0.597143,"Low_signal","Enhancers"
"CG33056",0.857143,0,0,0,0,0,0,0.142857,"Enhancers","Enhancers"
"CG10510",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10508",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Ilk",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Trmt112",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43219",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Eip78C",0,0,0,1,0,0,0,0,"H1","H1"
"CG43218",0.7,0,0,0.3,0,0,0,0,"Enhancers","Enhancers"
"CG9391",0,0.05,0.857143,0,0,0,0,0.092857,"Gene_body_2","Gene_body_2"
"asRNA:CR45162",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG9389",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"AcCoAS",0,0,0,0,0,0.224286,0,0.775714,"Low_signal","Low_signal"
"ppl",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12974",0,0,0,0,0,0.374286,0,0.625714,"Low_signal","Open_promoters"
"pzg",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cpr78Ca",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cpr78Cb",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Edg78E",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43702",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Cpr78Cc",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45432",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR45952",0.6975,0.3025,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG7632",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG11309",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Pc",0,0,0,0,0,0.685714,0,0.314286,"Open_promoters","Open_promoters"
"lncRNA:CR45674",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rab26",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR46068",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tsr1",0,0,0,0,0,0.5375,0,0.4625,"Open_promoters","Open_promoters"
"Tbc1d8-9",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32436",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ebd2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12971",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32437",0,0.4575,0.5425,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG32440",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"rgn",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45953",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"sa",0.197143,0,0,0.374286,0,0,0,0.428571,"Low_signal","H1"
"lncRNA:CR45954",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33288",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"barc",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Aef1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG5664",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Alp1",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Syx7",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"croc",0,0,0,0,0,0,1,0,"Pc","Pc"
"Neu2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7202",0,0,0,0.038571,0,0,0,0.961429,"Low_signal","Low_signal"
"CG7519",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR43933",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Hr78",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Est-Q",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Glg1",0,0,0,0,0,0.374286,0,0.625714,"Low_signal","Open_promoters"
"M6",0,0,0,0,0,0.12,0,0.88,"Low_signal","Low_signal"
"SAK",0.552857,0,0,0,0,0.447143,0,0,"Enhancers","Enhancers"
"Cdk12",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG7611",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"asRNA:CR43877",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Arv1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Mkrn1",0,0,0,0,0,0.695714,0,0.304286,"Open_promoters","Open_promoters"
"ppk5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rpn10",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"COX8",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"VhaM9.7-b",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG33290",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Wnk",0,0,0,0,0,0.817143,0,0.182857,"Open_promoters","Open_promoters"
"CG7173",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CapaR",0,0,0,0.312857,0,0,0,0.687143,"Low_signal","H1"
"CG7634",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CRIF",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"SMC5",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mir-193",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"EMC10",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"hpRNA:CR46340",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43939",0,0,0,0,0,0,1,0,"Pc","Pc"
"TfAP-2",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43940",0,0,0,0,0,0,1,0,"Pc","Pc"
"S1P",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11307",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7166",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Alg11",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"MED1",0,0,0,0,0,0.791429,0,0.208571,"Open_promoters","Open_promoters"
"ORMDL",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32444",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"asRNA:CR45955",0,0.122857,0,0.428571,0,0,0,0.448571,"Low_signal","H1"
"CG32445",0,0,0,0.3975,0,0,0,0.6025,"Low_signal","H1"
"Atox1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45956",0,0,0,1,0,0,0,0,"H1","H1"
"CG43980",0,0,0,1,0,0,0,0,"H1","H1"
"Cpr78E",0.828571,0,0,0.171429,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43977",0.94,0,0,0,0,0,0,0.06,"Enhancers","Enhancers"
"mir-316",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45920",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG11249",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR43979",0,0.255,0.745,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Als2",0,0,0,0,0,0.221429,0,0.778571,"Low_signal","Low_signal"
"CG11248",0,0,0,0,0,0.125,0,0.875,"Low_signal","Low_signal"
"lncRNA:CR43978",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"Sfp78E",0,0.654286,0.345714,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG32447",0,0,0,0.142857,0,0,0,0.857143,"Low_signal","Low_signal"
"CG11247",0,0,0,0,0,0.437143,0,0.562857,"Low_signal","Open_promoters"
"Polr2H",0,0,0,0,0,0.08,0,0.92,"Low_signal","Low_signal"
"CG14570",0,0.22,0.428571,0,0,0.351429,0,0,"Gene_body_2","Gene_body_2"
"CG14569",0,0.571429,0.428571,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG14568",0,0,0,1,0,0,0,0,"H1","H1"
"CG14573",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR43888",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14567",0.042857,0,0,0,0,0,0,0.957143,"Low_signal","Low_signal"
"CG14566",0,0,0,0.844286,0,0,0,0.155714,"H1","H1"
"CG14572",0.915,0,0,0.085,0,0,0,0,"Enhancers","Enhancers"
"CG14565",0,0,0,0.33,0,0,0,0.67,"Low_signal","H1"
"CG14564",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45957",0.5725,0,0,0,0,0,0,0.4275,"Enhancers","Enhancers"
"CG7370",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Syn1",0.951429,0,0,0,0,0,0,0.048571,"Enhancers","Enhancers"
"lncRNA:CR45958",0,0,0,1,0,0,0,0,"H1","H1"
"eg",0,0,0,0,0,0,0.2425,0.7575,"Low_signal","Low_signal"
"CG43895",0,0,0,0,0,0,1,0,"Pc","Pc"
"CycH",0,0,0,0,0,0.2425,0,0.7575,"Low_signal","Low_signal"
"CG7407",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7414",0,0,0,0,0,0.35,0,0.65,"Low_signal","Open_promoters"
"CG32448",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR43309",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7148",0,0,0,0,0,0.21,0,0.79,"Low_signal","Low_signal"
"Nopp140",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"P5CDh1",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14563",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"mub",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Cys-GCA-4-1",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR43878",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45959",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"SLC22A",0.76,0,0,0.24,0,0,0,0,"Enhancers","Enhancers"
"PolH",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14562",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CR7448",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45803",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7458",0,0,0,1,0,0,0,0,"H1","H1"
"CR34262",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45757",0,0,0,0.4275,0,0,0,0.5725,"Low_signal","H1"
"Chs2",0,0,0,1,0,0,0,0,"H1","H1"
"P5CS",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Act79B",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7140",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43392",0,0,0,0.9,0,0,0,0.1,"H1","H1"
"lncRNA:CR44687",0,0,0,1,0,0,0,0,"H1","H1"
"Oct-TyrR",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG14561",0,0,0,0,0,0.2675,0,0.7325,"Low_signal","Open_promoters"
"CG7139",0,0,0,0,0,0.788571,0,0.211429,"Open_promoters","Open_promoters"
"lncRNA:CR43995",0,0,0,0,0,0.3275,0,0.6725,"Low_signal","Open_promoters"
"CG7133",0,0,0,0,0,0.395714,0,0.604286,"Low_signal","Open_promoters"
"CG7130",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"RpLP0",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Sfp79B",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"msopa",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45236",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"olf413",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45971",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45972",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45035",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"Rich",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Ddx1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG11523",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Csp",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"sisRNA:3",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Srpk79D",0.2875,0,0,0,0,0,0,0.7125,"Low_signal","Enhancers"
"asRNA:CR45960",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Hem",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"IleRS",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32450",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45963",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45964",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45965",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45962",0,0,0,0,0,0.79,0,0.21,"Open_promoters","Open_promoters"
"Ten-m",0,0,0,0,0,0.338571,0,0.661429,"Low_signal","Open_promoters"
"lncRNA:CR45237",0,0,0,0.571429,0,0,0,0.428571,"H1","H1"
"lncRNA:CR45966",0,0,0,0.584286,0,0,0,0.415714,"H1","H1"
"CG11449",0,0,0,0.1825,0,0,0,0.8175,"Low_signal","Low_signal"
"laza",0.527143,0,0,0,0,0,0,0.472857,"Enhancers","Enhancers"
"CG11438",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11437",0,0,0,1,0,0,0,0,"H1","H1"
"CG11426",0.14,0,0,0,0,0,0,0.86,"Low_signal","Low_signal"
"lncRNA:CR45382",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG11425",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45430",0.122857,0,0,0,0,0,0,0.877143,"Low_signal","Low_signal"
"lncRNA:CR45431",0,0,0,1,0,0,0,0,"H1","H1"
"CG43312",0,0,0,0.5,0,0,0,0.5,"H1","H1"
"CG43331",0,0,0,1,0,0,0,0,"H1","H1"
"CG43330",0,0,0,0.824286,0,0,0,0.175714,"H1","H1"
"CG43329",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45429",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mir-957",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG11404",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Trxr-2",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR46348",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ND-B14.5AL",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"lncRNA:CR45967",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14459",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR45381",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33766",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33767",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33768",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33769",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG33770",0,0,0,0.68,0,0,0.32,0,"H1","H1"
"CG33771",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33772",0,0,0,0,0,0,1,0,"Pc","Pc"
"mir-958",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43270",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14457",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14455",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14456",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14454",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG12546",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14453",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14452",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32453",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG45116",0,0,0,0.1675,0,0,0,0.8325,"Low_signal","Low_signal"
"lncRNA:CR46227",0.831429,0,0,0,0,0,0,0.168571,"Enhancers","Enhancers"
"CG11370",0,0,0,0.3875,0,0,0,0.6125,"Low_signal","H1"
"ArfGAP3",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG32452",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"mael",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG14451",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG14450",0,0,0,0,0,0.158571,0,0.841429,"Low_signal","Low_signal"
"CG11367",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG32454",0,0,0,0.165,0,0,0,0.835,"Low_signal","Low_signal"
"CG11241",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"asRNA:CR45163",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
